,model,exp_type,prompt,pred,true,response
0,gpt_j,volition_1_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""i have a baby eastern king snake .""
Question: In the event ""have"", does the participant ""i"" act with volition?
Answer: Yes
Sentence: """" You say , ' wow ! '""
Question: In the event ""say"", does the participant ""You"" act with volition?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""i have a baby eastern king snake.""
Question: In the event ""have"", does the participant ""i"" act with volition?
Answer: Yes
Sentence: """" You say,'wow! '""
Question: In the event ""say"", does the participant ""You"" act with volition?
Answer: 

A:

The answer to your question is yes.
The word ""have"" is a verb, and the word ""have"" is a verb.
The word ""have"" is a verb.
The word ""have"" is a verb.
The word ""have"" is a verb.
The word ""have"" is a verb.
The word ""have"" is a verb.
The word ""have"" is a verb.
The word ""have"" is a verb.
The word ""have"" is a verb.
"
1,gpt_j,volition_1_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""I experienced a Definite Decrease in food craving ( about 50 % ) and decrease in stress after the 1st treatment .""
Question: In the event ""experienced"", does the participant ""I"" act with volition?
Answer: Yes
Sentence: ""We believe it addresses many of the issues and concerns you have raised in the workshops .""
Question: In the event ""raised"", does the participant ""you"" act with volition?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I experienced a Definite Decrease in food craving ( about 50 % ) and decrease in stress after the 1st treatment.""
Question: In the event ""experienced"", does the participant ""I"" act with volition?
Answer: Yes
Sentence: ""We believe it addresses many of the issues and concerns you have raised in the workshops.""
Question: In the event ""raised"", does the participant ""you"" act with volition?
Answer: 

A:

The answer to your question is yes.
The word ""experienced"" is a verb, and the subject of the verb is ""I"".
The word ""raised"" is a verb, and the subject of the verb is ""you"".
The word ""believe"" is a verb, and the subject of the verb is ""we"".
The word ""addresses"" is a verb, and"
2,gpt_j,volition_1_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""It has two parts , both of which are timed for 90 seconds each and the differential between the resulting two scores determines the likelihood of having a learning disability or attention deficit disorder .""
Question: In the event ""timed"", does the participant ""both"" act with volition?
Answer: No
Sentence: ""The first time I used them they arrived on time and towed car for me to the destination I needed .""
Question: In the event ""towed"", does the participant ""car"" act with volition?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""It has two parts, both of which are timed for 90 seconds each and the differential between the resulting two scores determines the likelihood of having a learning disability or attention deficit disorder.""
Question: In the event ""timed"", does the participant ""both"" act with volition?
Answer: No
Sentence: ""The first time I used them they arrived on time and towed car for me to the destination I needed.""
Question: In the event ""towed"", does the participant ""car"" act with volition?
Answer: 

A:

The first sentence is a conditional sentence. 

It has two parts, both of which are timed for 90 seconds each and the differential between the resulting two scores determines the likelihood of having a learning disability or attention deficit disorder.

The first part is a conditional clause. The second part is a main clause.

The"
3,gpt_j,volition_1_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: """" All you have to do is look at the photographs , "" Ed Bangs , wolf recovery coordinator for the U.S. Fish and Wildlife Service , told UPI 's Blue Planet ,""
Question: In the event ""told"", does the participant ""Bangs"" act with volition?
Answer: Yes
Sentence: ""Debbie said , it is going to be hard on me to sale my old dodge truck .""
Question: In the event ""sale"", does the participant ""truck"" act with volition?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: """" All you have to do is look at the photographs, "" Ed Bangs, wolf recovery coordinator for the U.S. Fish and Wildlife Service, told UPI's Blue Planet,""
Question: In the event ""told"", does the participant ""Bangs"" act with volition?
Answer: Yes
Sentence: ""Debbie said, it is going to be hard on me to sale my old dodge truck.""
Question: In the event ""sale"", does the participant ""truck"" act with volition?
Answer: 

A:

The answer to the first question is yes. 
The answer to the second question is no. 
The answer to the third question is yes. 
The answer to the fourth question is no. 
The answer to the fifth question is yes. 
The answer to the sixth question is no. 
"
4,gpt_j,volition_1_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""I think they may even be better than the pair I have been using this past year !""
Question: In the event ""think"", does the participant ""I"" act with volition?
Answer: Yes
Sentence: ""they have their own website which you can easily find using any search engine .""
Question: In the event ""have"", does the participant ""website"" act with volition?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I think they may even be better than the pair I have been using this past year!""
Question: In the event ""think"", does the participant ""I"" act with volition?
Answer: Yes
Sentence: ""they have their own website which you can easily find using any search engine.""
Question: In the event ""have"", does the participant ""website"" act with volition?
Answer: 

A:

The answer to your question is yes.
The reason is that the verb ""think"" is a volitional verb.

I think they may even be better than the pair I have been using this past year!

The subject of the sentence is ""I"", and the verb is ""think"".
The subject of the sentence is ""they"", and the verb is ""may"".
The subject of the sentence is ""they"", and"
5,gpt_j,volition_1_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""They said they were "" unable to tell me until they ordered my dress "" .""
Question: In the event ""ordered"", does the participant ""dress"" act with volition?
Answer: No
Sentence: ""Newer semi-automatic wangs have a rail built into the receiver under the shaft .""
Question: In the event ""have"", does the participant ""wangs"" act with volition?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""They said they were "" unable to tell me until they ordered my dress "".""
Question: In the event ""ordered"", does the participant ""dress"" act with volition?
Answer: No
Sentence: ""Newer semi-automatic wangs have a rail built into the receiver under the shaft.""
Question: In the event ""have"", does the participant ""wangs"" act with volition?
Answer: 

A:

The answer to your question is yes.
The word ""ordered"" is a verb, and the word ""dress"" is a verb.
The word ""have"" is a verb, and the word ""wangs"" is a noun.
The word ""have"" is a verb, and the word ""wangs"" is a noun.
The word ""have"" is a verb, and the word ""wangs"" is a noun"
6,gpt_j,volition_1_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""To the north in Lebanon , there is serious debate within Hezbollah about entering the Lebanese political process in light of Syria 's promised withdrawal .""
Question: In the event ""entering"", does the participant ""process"" act with volition?
Answer: No
Sentence: ""I think 90 percent of the tenants are smokers !""
Question: In the event ""think"", does the participant ""I"" act with volition?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""To the north in Lebanon, there is serious debate within Hezbollah about entering the Lebanese political process in light of Syria's promised withdrawal.""
Question: In the event ""entering"", does the participant ""process"" act with volition?
Answer: No
Sentence: ""I think 90 percent of the tenants are smokers!""
Question: In the event ""think"", does the participant ""I"" act with volition?
Answer: 

A:

The answer to your question is no.
The verb ""think"" is a non-volitional verb.

I think 90 percent of the tenants are smokers!

The verb ""think"" is a non-volitional verb.

I think 90 percent of the tenants are smokers!

The verb ""think"" is a non-volitional verb.

I think 90 percent of the tenants are"
7,gpt_j,volition_1_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: """" The information transmitted is intended only for the person or entity to which it is addressed and may contain confidential and / or privileged material .""
Question: In the event ""addressed"", does the participant ""it"" act with volition?
Answer: No
Sentence: ""He described Allawi 's face as that of a f*ed horse and he dismissed the whole government as a band of thieves and traitors .""
Question: In the event ""described"", does the participant ""face"" act with volition?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: """" The information transmitted is intended only for the person or entity to which it is addressed and may contain confidential and / or privileged material.""
Question: In the event ""addressed"", does the participant ""it"" act with volition?
Answer: No
Sentence: ""He described Allawi's face as that of a f*ed horse and he dismissed the whole government as a band of thieves and traitors.""
Question: In the event ""described"", does the participant ""face"" act with volition?
Answer: 

A:

The answer to your question is no.
The verb ""to address"" is intransitive, and the verb ""to describe"" is transitive.
The intransitive verb ""to address"" means ""to direct a message to someone"".
The transitive verb ""to describe"" means ""to give a detailed account of something"
8,gpt_j,volition_1_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""TEXAS ROADHOUSE HAS VERY GOOD MEALS , THAT THE MEAT COMES RIGHT OFF THE BONES .""
Question: In the event ""HAS"", does the participant ""MEALS"" act with volition?
Answer: No
Sentence: ""Olympus X - 940 14 Megapixel Digital Camera has filters and can do all sorts of special effects .""
Question: In the event ""has"", does the participant ""Camera"" act with volition?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""TEXAS ROADHOUSE HAS VERY GOOD MEALS, THAT THE MEAT COMES RIGHT OFF THE BONES.""
Question: In the event ""HAS"", does the participant ""MEALS"" act with volition?
Answer: No
Sentence: ""Olympus X - 940 14 Megapixel Digital Camera has filters and can do all sorts of special effects.""
Question: In the event ""has"", does the participant ""Camera"" act with volition?
Answer: 

A:

The answer to your question is no.
The word ""has"" is a copula, which is a word that connects a subject to a predicate.  The subject of the sentence is ""Texas Roadhouse"", and the predicate is ""has very good meals"".  The subject is the thing that is doing the having, and the predicate is the thing that is being had"
9,gpt_j,volition_1_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""I believe you got a copy of the John Sommer letter to producers dated Jan 6 that MKM 's spies intercepted .""
Question: In the event ""believe"", does the participant ""I"" act with volition?
Answer: Yes
Sentence: ""My first three children were born in Southern Ontario cities .""
Question: In the event ""born"", does the participant ""children"" act with volition?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I believe you got a copy of the John Sommer letter to producers dated Jan 6 that MKM's spies intercepted.""
Question: In the event ""believe"", does the participant ""I"" act with volition?
Answer: Yes
Sentence: ""My first three children were born in Southern Ontario cities.""
Question: In the event ""born"", does the participant ""children"" act with volition?
Answer: 

A:

The answer to your question is yes.
The reason is that the verb ""believe"" is a transitive verb. 

The verb ""believe"" is a transitive verb.

The verb ""believe"" takes a direct object.

The verb ""believe"" takes a direct object.

The direct object of the verb ""believe"" is the subject of the sentence.

The"
